Iterações entre number1 * number2: 36000
+9 * -4 8/8 = -45
+9 * -4 8/9 = -44
+9 * -4 9/1 = -117
+9 * -4 9/2 = -76 1/2
+9 * -4 9/3 = -63
+9 * -4 9/4 = -56 1/4
+9 * -4 9/5 = -52 1/5
+9 * -4 9/6 = -49 1/2
+9 * -4 9/7 = -47 4/7
+9 * -4 9/8 = -46 1/8
+9 * -4 9/9 = -45
+9 * -5 0/1 = -45
+9 * -5 0/2 = -45
+9 * -5 0/3 = -45
+9 * -5 0/4 = -45
+9 * -5 0/5 = -45
+9 * -5 0/6 = -45
+9 * -5 0/7 = -45
+9 * -5 0/8 = -45
+9 * -5 0/9 = -45
+9 * -5 1/1 = -54
+9 * -5 1/2 = -49 1/2
+9 * -5 1/3 = -48
+9 * -5 1/4 = -47 1/4
+9 * -5 1/5 = -46 4/5
+9 * -5 1/6 = -46 1/2
+9 * -5 1/7 = -46 2/7
+9 * -5 1/8 = -46 1/8
+9 * -5 1/9 = -46
+9 * -5 2/1 = -63
+9 * -5 2/2 = -54
+9 * -5 2/3 = -51
+9 * -5 2/4 = -49 1/2
+9 * -5 2/5 = -48 3/5
+9 * -5 2/6 = -48
+9 * -5 2/7 = -47 4/7
+9 * -5 2/8 = -47 1/4
+9 * -5 2/9 = -47
+9 * -5 3/1 = -72
+9 * -5 3/2 = -58 1/2
+9 * -5 3/3 = -54
+9 * -5 3/4 = -51 3/4
+9 * -5 3/5 = -50 2/5
+9 * -5 3/6 = -49 1/2
+9 * -5 3/7 = -48 6/7
+9 * -5 3/8 = -48 3/8
+9 * -5 3/9 = -48
+9 * -5 4/1 = -81
+9 * -5 4/2 = -63
+9 * -5 4/3 = -57
+9 * -5 4/4 = -54
+9 * -5 4/5 = -52 1/5
+9 * -5 4/6 = -51
+9 * -5 4/7 = -50 1/7
+9 * -5 4/8 = -49 1/2
+9 * -5 4/9 = -49
+9 * -5 5/1 = -90
+9 * -5 5/2 = -67 1/2
+9 * -5 5/3 = -60
+9 * -5 5/4 = -56 1/4
+9 * -5 5/5 = -54
+9 * -5 5/6 = -52 1/2
+9 * -5 5/7 = -51 3/7
+9 * -5 5/8 = -50 5/8
+9 * -5 5/9 = -50
+9 * -5 6/1 = -99
+9 * -5 6/2 = -72
+9 * -5 6/3 = -63
+9 * -5 6/4 = -58 1/2
+9 * -5 6/5 = -55 4/5
+9 * -5 6/6 = -54
+9 * -5 6/7 = -52 5/7
+9 * -5 6/8 = -51 3/4
+9 * -5 6/9 = -51
+9 * -5 7/1 = -108
+9 * -5 7/2 = -76 1/2
+9 * -5 7/3 = -66
+9 * -5 7/4 = -60 3/4
+9 * -5 7/5 = -57 3/5
+9 * -5 7/6 = -55 1/2
+9 * -5 7/7 = -54
+9 * -5 7/8 = -52 7/8
+9 * -5 7/9 = -52
+9 * -5 8/1 = -117
+9 * -5 8/2 = -81
+9 * -5 8/3 = -69
+9 * -5 8/4 = -63
+9 * -5 8/5 = -59 2/5
+9 * -5 8/6 = -57
+9 * -5 8/7 = -55 2/7
+9 * -5 8/8 = -54
+9 * -5 8/9 = -53
+9 * -5 9/1 = -126
+9 * -5 9/2 = -85 1/2
+9 * -5 9/3 = -72
+9 * -5 9/4 = -65 1/4
+9 * -5 9/5 = -61 1/5
+9 * -5 9/6 = -58 1/2
+9 * -5 9/7 = -56 4/7
+9 * -5 9/8 = -55 1/8
+9 * -5 9/9 = -54
+9 * -6 0/1 = -54
+9 * -6 0/2 = -54
+9 * -6 0/3 = -54
+9 * -6 0/4 = -54
+9 * -6 0/5 = -54
+9 * -6 0/6 = -54
+9 * -6 0/7 = -54
+9 * -6 0/8 = -54
+9 * -6 0/9 = -54
+9 * -6 1/1 = -63
+9 * -6 1/2 = -58 1/2
+9 * -6 1/3 = -57
+9 * -6 1/4 = -56 1/4
+9 * -6 1/5 = -55 4/5
+9 * -6 1/6 = -55 1/2
+9 * -6 1/7 = -55 2/7
+9 * -6 1/8 = -55 1/8
+9 * -6 1/9 = -55
+9 * -6 2/1 = -72
+9 * -6 2/2 = -63
+9 * -6 2/3 = -60
+9 * -6 2/4 = -58 1/2
+9 * -6 2/5 = -57 3/5
+9 * -6 2/6 = -57
+9 * -6 2/7 = -56 4/7
+9 * -6 2/8 = -56 1/4
+9 * -6 2/9 = -56
+9 * -6 3/1 = -81
+9 * -6 3/2 = -67 1/2
+9 * -6 3/3 = -63
+9 * -6 3/4 = -60 3/4
+9 * -6 3/5 = -59 2/5
+9 * -6 3/6 = -58 1/2
+9 * -6 3/7 = -57 6/7
+9 * -6 3/8 = -57 3/8
+9 * -6 3/9 = -57
+9 * -6 4/1 = -90
+9 * -6 4/2 = -72
+9 * -6 4/3 = -66
+9 * -6 4/4 = -63
+9 * -6 4/5 = -61 1/5
+9 * -6 4/6 = -60
+9 * -6 4/7 = -59 1/7
+9 * -6 4/8 = -58 1/2
+9 * -6 4/9 = -58
+9 * -6 5/1 = -99
+9 * -6 5/2 = -76 1/2
+9 * -6 5/3 = -69
+9 * -6 5/4 = -65 1/4
+9 * -6 5/5 = -63
+9 * -6 5/6 = -61 1/2
+9 * -6 5/7 = -60 3/7
+9 * -6 5/8 = -59 5/8
+9 * -6 5/9 = -59
+9 * -6 6/1 = -108
+9 * -6 6/2 = -81
+9 * -6 6/3 = -72
+9 * -6 6/4 = -67 1/2
+9 * -6 6/5 = -64 4/5
+9 * -6 6/6 = -63
+9 * -6 6/7 = -61 5/7
+9 * -6 6/8 = -60 3/4
+9 * -6 6/9 = -60
+9 * -6 7/1 = -117
+9 * -6 7/2 = -85 1/2
+9 * -6 7/3 = -75
+9 * -6 7/4 = -69 3/4
+9 * -6 7/5 = -66 3/5
+9 * -6 7/6 = -64 1/2
+9 * -6 7/7 = -63
+9 * -6 7/8 = -61 7/8
+9 * -6 7/9 = -61
+9 * -6 8/1 = -126
+9 * -6 8/2 = -90
+9 * -6 8/3 = -78
+9 * -6 8/4 = -72
+9 * -6 8/5 = -68 2/5
+9 * -6 8/6 = -66
+9 * -6 8/7 = -64 2/7
+9 * -6 8/8 = -63
+9 * -6 8/9 = -62
+9 * -6 9/1 = -135
+9 * -6 9/2 = -94 1/2
+9 * -6 9/3 = -81
+9 * -6 9/4 = -74 1/4
+9 * -6 9/5 = -70 1/5
+9 * -6 9/6 = -67 1/2
+9 * -6 9/7 = -65 4/7
+9 * -6 9/8 = -64 1/8
+9 * -6 9/9 = -63
+9 * -7 0/1 = -63
+9 * -7 0/2 = -63
+9 * -7 0/3 = -63
+9 * -7 0/4 = -63
+9 * -7 0/5 = -63
+9 * -7 0/6 = -63
+9 * -7 0/7 = -63
+9 * -7 0/8 = -63
+9 * -7 0/9 = -63
+9 * -7 1/1 = -72
+9 * -7 1/2 = -67 1/2
+9 * -7 1/3 = -66
+9 * -7 1/4 = -65 1/4
+9 * -7 1/5 = -64 4/5
+9 * -7 1/6 = -64 1/2
+9 * -7 1/7 = -64 2/7
+9 * -7 1/8 = -64 1/8
+9 * -7 1/9 = -64
+9 * -7 2/1 = -81
+9 * -7 2/2 = -72
+9 * -7 2/3 = -69
+9 * -7 2/4 = -67 1/2
+9 * -7 2/5 = -66 3/5
+9 * -7 2/6 = -66
+9 * -7 2/7 = -65 4/7
+9 * -7 2/8 = -65 1/4
+9 * -7 2/9 = -65
+9 * -7 3/1 = -90
+9 * -7 3/2 = -76 1/2
+9 * -7 3/3 = -72
+9 * -7 3/4 = -69 3/4
+9 * -7 3/5 = -68 2/5
+9 * -7 3/6 = -67 1/2
+9 * -7 3/7 = -66 6/7
+9 * -7 3/8 = -66 3/8
+9 * -7 3/9 = -66
+9 * -7 4/1 = -99
+9 * -7 4/2 = -81
+9 * -7 4/3 = -75
+9 * -7 4/4 = -72
+9 * -7 4/5 = -70 1/5
+9 * -7 4/6 = -69
+9 * -7 4/7 = -68 1/7
+9 * -7 4/8 = -67 1/2
+9 * -7 4/9 = -67
+9 * -7 5/1 = -108
+9 * -7 5/2 = -85 1/2
+9 * -7 5/3 = -78
+9 * -7 5/4 = -74 1/4
+9 * -7 5/5 = -72
+9 * -7 5/6 = -70 1/2
+9 * -7 5/7 = -69 3/7
+9 * -7 5/8 = -68 5/8
+9 * -7 5/9 = -68
+9 * -7 6/1 = -117
+9 * -7 6/2 = -90
+9 * -7 6/3 = -81
+9 * -7 6/4 = -76 1/2
+9 * -7 6/5 = -73 4/5
+9 * -7 6/6 = -72
+9 * -7 6/7 = -70 5/7
+9 * -7 6/8 = -69 3/4
+9 * -7 6/9 = -69
+9 * -7 7/1 = -126
+9 * -7 7/2 = -94 1/2
+9 * -7 7/3 = -84
+9 * -7 7/4 = -78 3/4
+9 * -7 7/5 = -75 3/5
+9 * -7 7/6 = -73 1/2
+9 * -7 7/7 = -72
+9 * -7 7/8 = -70 7/8
+9 * -7 7/9 = -70
+9 * -7 8/1 = -135
+9 * -7 8/2 = -99
+9 * -7 8/3 = -87
+9 * -7 8/4 = -81
+9 * -7 8/5 = -77 2/5
+9 * -7 8/6 = -75
+9 * -7 8/7 = -73 2/7
+9 * -7 8/8 = -72
+9 * -7 8/9 = -71
+9 * -7 9/1 = -144
+9 * -7 9/2 = -103 1/2
+9 * -7 9/3 = -90
+9 * -7 9/4 = -83 1/4
+9 * -7 9/5 = -79 1/5
+9 * -7 9/6 = -76 1/2
+9 * -7 9/7 = -74 4/7
+9 * -7 9/8 = -73 1/8
+9 * -7 9/9 = -72
+9 * -8 0/1 = -72
+9 * -8 0/2 = -72
+9 * -8 0/3 = -72
+9 * -8 0/4 = -72
+9 * -8 0/5 = -72
+9 * -8 0/6 = -72
+9 * -8 0/7 = -72
+9 * -8 0/8 = -72
+9 * -8 0/9 = -72
+9 * -8 1/1 = -81
+9 * -8 1/2 = -76 1/2
+9 * -8 1/3 = -75
+9 * -8 1/4 = -74 1/4
+9 * -8 1/5 = -73 4/5
+9 * -8 1/6 = -73 1/2
+9 * -8 1/7 = -73 2/7
+9 * -8 1/8 = -73 1/8
+9 * -8 1/9 = -73
+9 * -8 2/1 = -90
+9 * -8 2/2 = -81
+9 * -8 2/3 = -78
+9 * -8 2/4 = -76 1/2
+9 * -8 2/5 = -75 3/5
+9 * -8 2/6 = -75
+9 * -8 2/7 = -74 4/7
+9 * -8 2/8 = -74 1/4
+9 * -8 2/9 = -74
+9 * -8 3/1 = -99
+9 * -8 3/2 = -85 1/2
+9 * -8 3/3 = -81
+9 * -8 3/4 = -78 3/4
+9 * -8 3/5 = -77 2/5
+9 * -8 3/6 = -76 1/2
+9 * -8 3/7 = -75 6/7
+9 * -8 3/8 = -75 3/8
+9 * -8 3/9 = -75
+9 * -8 4/1 = -108
+9 * -8 4/2 = -90
+9 * -8 4/3 = -84
+9 * -8 4/4 = -81
+9 * -8 4/5 = -79 1/5
+9 * -8 4/6 = -78
+9 * -8 4/7 = -77 1/7
+9 * -8 4/8 = -76 1/2
+9 * -8 4/9 = -76
+9 * -8 5/1 = -117
+9 * -8 5/2 = -94 1/2
+9 * -8 5/3 = -87
+9 * -8 5/4 = -83 1/4
+9 * -8 5/5 = -81
+9 * -8 5/6 = -79 1/2
+9 * -8 5/7 = -78 3/7
+9 * -8 5/8 = -77 5/8
+9 * -8 5/9 = -77
+9 * -8 6/1 = -126
+9 * -8 6/2 = -99
+9 * -8 6/3 = -90
+9 * -8 6/4 = -85 1/2
+9 * -8 6/5 = -82 4/5
+9 * -8 6/6 = -81
+9 * -8 6/7 = -79 5/7
+9 * -8 6/8 = -78 3/4
+9 * -8 6/9 = -78
+9 * -8 7/1 = -135
+9 * -8 7/2 = -103 1/2
+9 * -8 7/3 = -93
+9 * -8 7/4 = -87 3/4
+9 * -8 7/5 = -84 3/5
+9 * -8 7/6 = -82 1/2
+9 * -8 7/7 = -81
+9 * -8 7/8 = -79 7/8
+9 * -8 7/9 = -79
+9 * -8 8/1 = -144
+9 * -8 8/2 = -108
+9 * -8 8/3 = -96
+9 * -8 8/4 = -90
+9 * -8 8/5 = -86 2/5
+9 * -8 8/6 = -84
+9 * -8 8/7 = -82 2/7
+9 * -8 8/8 = -81
+9 * -8 8/9 = -80
+9 * -8 9/1 = -153
+9 * -8 9/2 = -112 1/2
+9 * -8 9/3 = -99
+9 * -8 9/4 = -92 1/4
+9 * -8 9/5 = -88 1/5
+9 * -8 9/6 = -85 1/2
+9 * -8 9/7 = -83 4/7
+9 * -8 9/8 = -82 1/8
+9 * -8 9/9 = -81
+9 * -9 0/1 = -81
+9 * -9 0/2 = -81
+9 * -9 0/3 = -81
+9 * -9 0/4 = -81
+9 * -9 0/5 = -81
+9 * -9 0/6 = -81
+9 * -9 0/7 = -81
+9 * -9 0/8 = -81
+9 * -9 0/9 = -81
+9 * -9 1/1 = -90
+9 * -9 1/2 = -85 1/2
+9 * -9 1/3 = -84
+9 * -9 1/4 = -83 1/4
+9 * -9 1/5 = -82 4/5
+9 * -9 1/6 = -82 1/2
+9 * -9 1/7 = -82 2/7
+9 * -9 1/8 = -82 1/8
+9 * -9 1/9 = -82
+9 * -9 2/1 = -99
+9 * -9 2/2 = -90
+9 * -9 2/3 = -87
+9 * -9 2/4 = -85 1/2
+9 * -9 2/5 = -84 3/5
+9 * -9 2/6 = -84
+9 * -9 2/7 = -83 4/7
+9 * -9 2/8 = -83 1/4
+9 * -9 2/9 = -83
+9 * -9 3/1 = -108
+9 * -9 3/2 = -94 1/2
+9 * -9 3/3 = -90
+9 * -9 3/4 = -87 3/4
+9 * -9 3/5 = -86 2/5
+9 * -9 3/6 = -85 1/2
+9 * -9 3/7 = -84 6/7
+9 * -9 3/8 = -84 3/8
+9 * -9 3/9 = -84
+9 * -9 4/1 = -117
+9 * -9 4/2 = -99
+9 * -9 4/3 = -93
+9 * -9 4/4 = -90
+9 * -9 4/5 = -88 1/5
+9 * -9 4/6 = -87
+9 * -9 4/7 = -86 1/7
+9 * -9 4/8 = -85 1/2
+9 * -9 4/9 = -85
+9 * -9 5/1 = -126
+9 * -9 5/2 = -103 1/2
+9 * -9 5/3 = -96
+9 * -9 5/4 = -92 1/4
+9 * -9 5/5 = -90
+9 * -9 5/6 = -88 1/2
+9 * -9 5/7 = -87 3/7
+9 * -9 5/8 = -86 5/8
+9 * -9 5/9 = -86
+9 * -9 6/1 = -135
+9 * -9 6/2 = -108
+9 * -9 6/3 = -99
+9 * -9 6/4 = -94 1/2
+9 * -9 6/5 = -91 4/5
+9 * -9 6/6 = -90
+9 * -9 6/7 = -88 5/7
+9 * -9 6/8 = -87 3/4
+9 * -9 6/9 = -87
+9 * -9 7/1 = -144
+9 * -9 7/2 = -112 1/2
+9 * -9 7/3 = -102
+9 * -9 7/4 = -96 3/4
+9 * -9 7/5 = -93 3/5
+9 * -9 7/6 = -91 1/2
+9 * -9 7/7 = -90
+9 * -9 7/8 = -88 7/8
+9 * -9 7/9 = -88
+9 * -9 8/1 = -153
+9 * -9 8/2 = -117
+9 * -9 8/3 = -105
+9 * -9 8/4 = -99
+9 * -9 8/5 = -95 2/5
+9 * -9 8/6 = -93
+9 * -9 8/7 = -91 2/7
+9 * -9 8/8 = -90
+9 * -9 8/9 = -89
+9 * -9 9/1 = -162
+9 * -9 9/2 = -121 1/2
+9 * -9 9/3 = -108
+9 * -9 9/4 = -101 1/4
+9 * -9 9/5 = -97 1/5
+9 * -9 9/6 = -94 1/2
+9 * -9 9/7 = -92 4/7
+9 * -9 9/8 = -91 1/8
+9 * -9 9/9 = -90
-0 * +0 0/1 = +0
-0 * +0 0/2 = +0
-0 * +0 0/3 = +0
-0 * +0 0/4 = +0
-0 * +0 0/5 = +0
-0 * +0 0/6 = +0
-0 * +0 0/7 = +0
-0 * +0 0/8 = +0
-0 * +0 0/9 = +0
-0 * +0 1/1 = +0
-0 * +0 1/2 = +0
-0 * +0 1/3 = +0
-0 * +0 1/4 = +0
-0 * +0 1/5 = +0
-0 * +0 1/6 = +0
-0 * +0 1/7 = +0
-0 * +0 1/8 = +0
-0 * +0 1/9 = +0
-0 * +0 2/1 = +0
-0 * +0 2/2 = +0
-0 * +0 2/3 = +0
-0 * +0 2/4 = +0
-0 * +0 2/5 = +0
-0 * +0 2/6 = +0
-0 * +0 2/7 = +0
-0 * +0 2/8 = +0
-0 * +0 2/9 = +0
-0 * +0 3/1 = +0
-0 * +0 3/2 = +0
-0 * +0 3/3 = +0
-0 * +0 3/4 = +0
-0 * +0 3/5 = +0
-0 * +0 3/6 = +0
-0 * +0 3/7 = +0
-0 * +0 3/8 = +0
-0 * +0 3/9 = +0
-0 * +0 4/1 = +0
-0 * +0 4/2 = +0
-0 * +0 4/3 = +0
-0 * +0 4/4 = +0
-0 * +0 4/5 = +0
-0 * +0 4/6 = +0
-0 * +0 4/7 = +0
-0 * +0 4/8 = +0
-0 * +0 4/9 = +0
-0 * +0 5/1 = +0
-0 * +0 5/2 = +0
-0 * +0 5/3 = +0
-0 * +0 5/4 = +0
-0 * +0 5/5 = +0
-0 * +0 5/6 = +0
-0 * +0 5/7 = +0
-0 * +0 5/8 = +0
-0 * +0 5/9 = +0
-0 * +0 6/1 = +0
-0 * +0 6/2 = +0
-0 * +0 6/3 = +0
-0 * +0 6/4 = +0
-0 * +0 6/5 = +0
-0 * +0 6/6 = +0
-0 * +0 6/7 = +0
-0 * +0 6/8 = +0
-0 * +0 6/9 = +0
-0 * +0 7/1 = +0
-0 * +0 7/2 = +0
-0 * +0 7/3 = +0
-0 * +0 7/4 = +0
-0 * +0 7/5 = +0
-0 * +0 7/6 = +0
-0 * +0 7/7 = +0
-0 * +0 7/8 = +0
-0 * +0 7/9 = +0
-0 * +0 8/1 = +0
-0 * +0 8/2 = +0
-0 * +0 8/3 = +0
-0 * +0 8/4 = +0
-0 * +0 8/5 = +0
-0 * +0 8/6 = +0
-0 * +0 8/7 = +0
-0 * +0 8/8 = +0
-0 * +0 8/9 = +0
-0 * +0 9/1 = +0
-0 * +0 9/2 = +0
-0 * +0 9/3 = +0
-0 * +0 9/4 = +0
-0 * +0 9/5 = +0
-0 * +0 9/6 = +0
-0 * +0 9/7 = +0
-0 * +0 9/8 = +0
-0 * +0 9/9 = +0
-0 * +1 0/1 = +0
-0 * +1 0/2 = +0
-0 * +1 0/3 = +0
-0 * +1 0/4 = +0
-0 * +1 0/5 = +0
-0 * +1 0/6 = +0
-0 * +1 0/7 = +0
-0 * +1 0/8 = +0
-0 * +1 0/9 = +0
-0 * +1 1/1 = +0
-0 * +1 1/2 = +0
-0 * +1 1/3 = +0
-0 * +1 1/4 = +0
-0 * +1 1/5 = +0
-0 * +1 1/6 = +0
-0 * +1 1/7 = +0
-0 * +1 1/8 = +0
-0 * +1 1/9 = +0
-0 * +1 2/1 = +0
-0 * +1 2/2 = +0
-0 * +1 2/3 = +0
-0 * +1 2/4 = +0
-0 * +1 2/5 = +0
-0 * +1 2/6 = +0
-0 * +1 2/7 = +0
-0 * +1 2/8 = +0
-0 * +1 2/9 = +0
-0 * +1 3/1 = +0
-0 * +1 3/2 = +0
-0 * +1 3/3 = +0
-0 * +1 3/4 = +0
-0 * +1 3/5 = +0
-0 * +1 3/6 = +0
-0 * +1 3/7 = +0
-0 * +1 3/8 = +0
-0 * +1 3/9 = +0
-0 * +1 4/1 = +0
-0 * +1 4/2 = +0
-0 * +1 4/3 = +0
-0 * +1 4/4 = +0
-0 * +1 4/5 = +0
-0 * +1 4/6 = +0
-0 * +1 4/7 = +0
-0 * +1 4/8 = +0
-0 * +1 4/9 = +0
-0 * +1 5/1 = +0
-0 * +1 5/2 = +0
-0 * +1 5/3 = +0
-0 * +1 5/4 = +0
-0 * +1 5/5 = +0
-0 * +1 5/6 = +0
-0 * +1 5/7 = +0
-0 * +1 5/8 = +0
-0 * +1 5/9 = +0
-0 * +1 6/1 = +0
-0 * +1 6/2 = +0
-0 * +1 6/3 = +0
-0 * +1 6/4 = +0
-0 * +1 6/5 = +0
-0 * +1 6/6 = +0
-0 * +1 6/7 = +0
-0 * +1 6/8 = +0
-0 * +1 6/9 = +0
-0 * +1 7/1 = +0
-0 * +1 7/2 = +0
-0 * +1 7/3 = +0
-0 * +1 7/4 = +0
-0 * +1 7/5 = +0
-0 * +1 7/6 = +0
-0 * +1 7/7 = +0
-0 * +1 7/8 = +0
-0 * +1 7/9 = +0
-0 * +1 8/1 = +0
-0 * +1 8/2 = +0
-0 * +1 8/3 = +0
-0 * +1 8/4 = +0
-0 * +1 8/5 = +0
-0 * +1 8/6 = +0
-0 * +1 8/7 = +0
-0 * +1 8/8 = +0
-0 * +1 8/9 = +0
-0 * +1 9/1 = +0
-0 * +1 9/2 = +0
-0 * +1 9/3 = +0
-0 * +1 9/4 = +0
-0 * +1 9/5 = +0
-0 * +1 9/6 = +0
-0 * +1 9/7 = +0
-0 * +1 9/8 = +0
-0 * +1 9/9 = +0
-0 * +2 0/1 = +0
-0 * +2 0/2 = +0
-0 * +2 0/3 = +0
-0 * +2 0/4 = +0
-0 * +2 0/5 = +0
-0 * +2 0/6 = +0
-0 * +2 0/7 = +0
-0 * +2 0/8 = +0
-0 * +2 0/9 = +0
-0 * +2 1/1 = +0
-0 * +2 1/2 = +0
-0 * +2 1/3 = +0
-0 * +2 1/4 = +0
-0 * +2 1/5 = +0
-0 * +2 1/6 = +0
-0 * +2 1/7 = +0
-0 * +2 1/8 = +0
-0 * +2 1/9 = +0
-0 * +2 2/1 = +0
-0 * +2 2/2 = +0
-0 * +2 2/3 = +0
-0 * +2 2/4 = +0
-0 * +2 2/5 = +0
-0 * +2 2/6 = +0
-0 * +2 2/7 = +0
-0 * +2 2/8 = +0
-0 * +2 2/9 = +0
-0 * +2 3/1 = +0
-0 * +2 3/2 = +0
-0 * +2 3/3 = +0
-0 * +2 3/4 = +0
-0 * +2 3/5 = +0
-0 * +2 3/6 = +0
-0 * +2 3/7 = +0
-0 * +2 3/8 = +0
-0 * +2 3/9 = +0
-0 * +2 4/1 = +0
-0 * +2 4/2 = +0
-0 * +2 4/3 = +0
-0 * +2 4/4 = +0
-0 * +2 4/5 = +0
-0 * +2 4/6 = +0
-0 * +2 4/7 = +0
-0 * +2 4/8 = +0
-0 * +2 4/9 = +0
-0 * +2 5/1 = +0
-0 * +2 5/2 = +0
-0 * +2 5/3 = +0
-0 * +2 5/4 = +0
-0 * +2 5/5 = +0
-0 * +2 5/6 = +0
-0 * +2 5/7 = +0
-0 * +2 5/8 = +0
-0 * +2 5/9 = +0
-0 * +2 6/1 = +0
-0 * +2 6/2 = +0
-0 * +2 6/3 = +0
-0 * +2 6/4 = +0
-0 * +2 6/5 = +0
-0 * +2 6/6 = +0
-0 * +2 6/7 = +0
-0 * +2 6/8 = +0
-0 * +2 6/9 = +0
-0 * +2 7/1 = +0
-0 * +2 7/2 = +0
-0 * +2 7/3 = +0
-0 * +2 7/4 = +0
-0 * +2 7/5 = +0
-0 * +2 7/6 = +0
-0 * +2 7/7 = +0
-0 * +2 7/8 = +0
-0 * +2 7/9 = +0
-0 * +2 8/1 = +0
-0 * +2 8/2 = +0
-0 * +2 8/3 = +0
-0 * +2 8/4 = +0
-0 * +2 8/5 = +0
-0 * +2 8/6 = +0
-0 * +2 8/7 = +0
-0 * +2 8/8 = +0
-0 * +2 8/9 = +0
-0 * +2 9/1 = +0
-0 * +2 9/2 = +0
-0 * +2 9/3 = +0
-0 * +2 9/4 = +0
-0 * +2 9/5 = +0
-0 * +2 9/6 = +0
-0 * +2 9/7 = +0
-0 * +2 9/8 = +0
-0 * +2 9/9 = +0
-0 * +3 0/1 = +0
-0 * +3 0/2 = +0
-0 * +3 0/3 = +0
-0 * +3 0/4 = +0
-0 * +3 0/5 = +0
-0 * +3 0/6 = +0
-0 * +3 0/7 = +0
-0 * +3 0/8 = +0
-0 * +3 0/9 = +0
-0 * +3 1/1 = +0
-0 * +3 1/2 = +0
-0 * +3 1/3 = +0
-0 * +3 1/4 = +0
-0 * +3 1/5 = +0
-0 * +3 1/6 = +0
-0 * +3 1/7 = +0
-0 * +3 1/8 = +0
-0 * +3 1/9 = +0
-0 * +3 2/1 = +0
-0 * +3 2/2 = +0
-0 * +3 2/3 = +0
-0 * +3 2/4 = +0
-0 * +3 2/5 = +0
-0 * +3 2/6 = +0
-0 * +3 2/7 = +0
-0 * +3 2/8 = +0
-0 * +3 2/9 = +0
-0 * +3 3/1 = +0
-0 * +3 3/2 = +0
-0 * +3 3/3 = +0
-0 * +3 3/4 = +0
-0 * +3 3/5 = +0
-0 * +3 3/6 = +0
-0 * +3 3/7 = +0
-0 * +3 3/8 = +0
-0 * +3 3/9 = +0
-0 * +3 4/1 = +0
-0 * +3 4/2 = +0
-0 * +3 4/3 = +0
-0 * +3 4/4 = +0
-0 * +3 4/5 = +0
-0 * +3 4/6 = +0
-0 * +3 4/7 = +0
-0 * +3 4/8 = +0
-0 * +3 4/9 = +0
-0 * +3 5/1 = +0
-0 * +3 5/2 = +0
-0 * +3 5/3 = +0
-0 * +3 5/4 = +0
-0 * +3 5/5 = +0
-0 * +3 5/6 = +0
-0 * +3 5/7 = +0
-0 * +3 5/8 = +0
-0 * +3 5/9 = +0
-0 * +3 6/1 = +0
-0 * +3 6/2 = +0
-0 * +3 6/3 = +0
-0 * +3 6/4 = +0
-0 * +3 6/5 = +0
-0 * +3 6/6 = +0
-0 * +3 6/7 = +0
-0 * +3 6/8 = +0
-0 * +3 6/9 = +0
-0 * +3 7/1 = +0
-0 * +3 7/2 = +0
-0 * +3 7/3 = +0
-0 * +3 7/4 = +0
-0 * +3 7/5 = +0
-0 * +3 7/6 = +0
-0 * +3 7/7 = +0
-0 * +3 7/8 = +0
-0 * +3 7/9 = +0
-0 * +3 8/1 = +0
-0 * +3 8/2 = +0
-0 * +3 8/3 = +0
-0 * +3 8/4 = +0
-0 * +3 8/5 = +0
-0 * +3 8/6 = +0
-0 * +3 8/7 = +0
-0 * +3 8/8 = +0
-0 * +3 8/9 = +0
-0 * +3 9/1 = +0
-0 * +3 9/2 = +0
-0 * +3 9/3 = +0
-0 * +3 9/4 = +0
-0 * +3 9/5 = +0
-0 * +3 9/6 = +0
-0 * +3 9/7 = +0
-0 * +3 9/8 = +0
-0 * +3 9/9 = +0
-0 * +4 0/1 = +0
-0 * +4 0/2 = +0
-0 * +4 0/3 = +0
-0 * +4 0/4 = +0
-0 * +4 0/5 = +0
-0 * +4 0/6 = +0
-0 * +4 0/7 = +0
-0 * +4 0/8 = +0
-0 * +4 0/9 = +0
-0 * +4 1/1 = +0
-0 * +4 1/2 = +0
-0 * +4 1/3 = +0
-0 * +4 1/4 = +0
-0 * +4 1/5 = +0
-0 * +4 1/6 = +0
-0 * +4 1/7 = +0
-0 * +4 1/8 = +0
-0 * +4 1/9 = +0
-0 * +4 2/1 = +0
-0 * +4 2/2 = +0
-0 * +4 2/3 = +0
-0 * +4 2/4 = +0
-0 * +4 2/5 = +0
-0 * +4 2/6 = +0
-0 * +4 2/7 = +0
-0 * +4 2/8 = +0
-0 * +4 2/9 = +0
-0 * +4 3/1 = +0
-0 * +4 3/2 = +0
-0 * +4 3/3 = +0
-0 * +4 3/4 = +0
-0 * +4 3/5 = +0
-0 * +4 3/6 = +0
-0 * +4 3/7 = +0
-0 * +4 3/8 = +0
-0 * +4 3/9 = +0
-0 * +4 4/1 = +0
-0 * +4 4/2 = +0
-0 * +4 4/3 = +0
-0 * +4 4/4 = +0
-0 * +4 4/5 = +0
-0 * +4 4/6 = +0
-0 * +4 4/7 = +0
-0 * +4 4/8 = +0
-0 * +4 4/9 = +0
-0 * +4 5/1 = +0
-0 * +4 5/2 = +0
-0 * +4 5/3 = +0
-0 * +4 5/4 = +0
-0 * +4 5/5 = +0
-0 * +4 5/6 = +0
-0 * +4 5/7 = +0
-0 * +4 5/8 = +0
-0 * +4 5/9 = +0
